WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY
kuníniriza,-rije,,"être arrogant, être plein de morgue, toiser, dédaigner.",v.,P283-C1,"kuníniriza, -rije, (cfr -níni et -nîn-), être arrogant, être plein de morgue, toiser, dédaigner. Syn. kunînaniīna."
umunínirizi,aba-,1|2,avare qui refuse avec dédain.,adj.,P283-C1,"umunínirizi, aba-, 1|2, (cfr -niniriz-), avare qui refuse avec dédain. Var. umuníniriji."
ubunínirizi,,14,"morgue, antipathie, répulsion, répugnance manifestée envers autrui,",n.,P283-C1,"ubunínirizi, 14, (cfr -nínirizi 1), morgue, antipathie, répulsion, répugnance manifestée envers autrui,"
umunínirizo,imi-,,"infatuation, fatuité, pose",n.,P283-C1,"umunínirizo, imi-, (cfr -níniriz-), infatuation, fatuité, pose, air méprisant,"
-nínīyá,,,une très grande maison,n.,P283-C1,"-nínīyá, (cfr -níni), (adj. renforcé), gros. Inzu nínīyá, une très grande maison. Ukuruta akurusha ninīiyá, (loc. prov.), on trouve toujours que celui qui est plus important (mieux considéré, plus doué) Pest beaucoup plus que soi."
umunîno,imi-,3|4,"arrogance, dédain",n.,P283-C1,"umunîno, imi-, 3|4, (cfr -nîn-), arrogance, dédain."
igikininti,ibi-,7KI|8KI,étêté,adj.,P283-C1,"igikininti, ibi-, 7KI|8KI, (cfr -nîntur-), étêté."
ininti,nindi,11,mouche obtenue sur la peau des élégantes par brûlure,n.,P283-C1,"ininti, mouche, moucheture obtenue sur la peau des élégantes par brûlure soit des joues, soit des coudes. V. -nindi 11."
gunîntuka,-tse,,se détacher (partie supérieure),v.,P283-C1,"gunîntuka, -tse, (cfr -nîntur-), se détacher (partie supérieure). Inkóno yānintutse urubiga, ma cruche a perdu son rebord, le col de ma cruche s'est cassée."
kunîntura,-ye,,étêter,v.,P283-C1,"kunîntura, -ye, (cfr -nîntuk-), étêter. Var. kunîngura. Yāmunīntuye urutoki, il lui a coupé le doigt."
umunînyi,aba-,12,"arrogant, dédaigneux",adj.,P283-C1,"umunînyi, aba-, 12, (cfr -nîn-), arrogant, dédaigneux."
inisho,,9|10,"hache, cognée",n.,P283-C1,"inisho, 9|10, (cfr -nih-, «qui fait pousser un soupir »), hache, cognée. Syn. v. ishênyo. || Fig. Inisho yinimbāzi, gaillard bâti comme un chêne."
kunítira,-ye,,boiter,n.,P283-C1,"kunítira, -ye, boiter. Syn. gucûmbagira."
amănjābá,-jābá,,,v.,P283-C1,"amănjābá, v. -jābá."
irinjanja,ama-,,"tôle, plaque de métal",n.,P283-C1,"irinjanja, ama- (sw.), tôle, plaque de métal. Touque."
iyanjānyi,-jānyi,,jānyi,v.,P283-C1,"iyanjānyi, v. -jānyi."
nkà,,,comme,adv.,P283-C1,"nkà, (inv.), comparatif (cfr MEEUSsEN 770, RODEGEM 4.3.), comme. Nkă we, comme toi. Nka wé comme lui. Nka abăndi, comme les autres. Cfr nkò. Nk'ăne, environ quatre. Nk’îcúmi, plus ou moins dix."
nkabishwe,,,,v.,P283-C1,"nkabishwe, v."
nkanátangāye,-tangāye,,,v.,P283-C1,"nkanátangāye, v. -tangāye."
nkakó,-kó,,kó,v.,P283-C1,"nkakó, v. -kó."
umŭnkambá,-kambá,,kambá,v.,P283-C1,"umŭnkambá, v. -kambá."
nkanswé,-answé,,answé,v.,P283-C1,"nkanswé, v. -answé."
iminkanya,-kanya,,kanya,v.,P283-C1,"iminkanya, v. -kanya."
umunkanyanya,-kanyānya,,kanyānya,v.,P283-C1,"umunkanyanya, v. -kanyānya."
umunkanyāri,-kanyāri,,kanyāri,v.,P283-C1,"umunkanyāri, v. -kanyāri."
nkēká,-kēká,,kēká,v.,P283-C1,"nkēká, v. -kēká."
nkò,,,comme,adv.,P283-C2,"nkò, (inv.), comparatif devant forme locative ou verbe à Plinfinitif: comme. Yavûtse nkó mu mwâka 1900, il est né dans les années 1900, aux environs de 1900. Cfr nkà."
nkûkó,-ukó,,ukó,v.,P283-C2,"nkûkó, v. -ukó."
'nkumburé,-buré,,buré,v.,P283-C2,"'nkumburé, v. -buré."
ikínkumu,-kumu,,kumu,v.,P283-C2,"ikínkumu, v. -kumu."
urûnkwekwé,-kwekwé,,kwekwé,v.,P283-C2,"urûnkwekwé, v. -kwekwé."
kunnya,-nēye,,"faire ses besoins, déféquer; aller à la selle.",v.,P283-C2,"kunnya, -nēye, (cfr -nē-), faire ses besoins, déféquer; aller à la selle. Syn. kwîtabāra. « Akagomba kănnnēye mu cîbo kati urantunga, mugábo wa mâmá, ishikánwa ry'ûmwôro n’îryo, une fouine faisant ses besoins dans un panier dit: vénérable, protège-moi, ceci est le cadeau dun pauvre.» Un cadeau offert par un pauvre chez un riche détonne dans le luxe de la cour. Sachons reconnaître nos limites. Ne forçons pas notre talent. Prov. 184, 271, 1374."
kunnyāna,-nnyānye,,"faire ses besoins avec (une chose près de soi: lance, bâton), déféquer aussi du sang.",v.,P283-C2,"kunnyāna, -nnyānye, (cfr -nē-), vulg., faire ses besoins avec (une chose près de soi: lance, bâton), déféquer aussi du sang (par ex.). Kunnyāna inkôta, emporter son glaive en allant à la selle."
umunnyi,aba-,12,celui qui défèque.,n.,P283-C2,"umunnyi, aba-, 12, (cfr -nny-), celui qui défèque. Gukanura iry umunnyi, regarder lun air effrayé, hébété («comme celui qui fait ses besoins et craint vu»)."
rurangabannyi,,11a,qui défèque.,n.,P283-C2,"rurangabannyi, 11a, (r-ang- annoncer, -nnyi 112, qui défèque), péj. sans augment, qui dénonce ceux qui font leurs besoins. Oiseau qui signale celui qui s'écarte dans la brousse. || Etoffe blanche qui trahit de loin celui qui la porte."
innyo,-nē-,9|10,anus,n.,P283-C2,"innyo, 910, (cfr -nē-), anus. Syn. urunēro. Prov. 271, 1330-1331, 1346, 2475, 3400."
akazibānnyo,utu-,12,Agathisanthemum globosum,n.,P283-C2,"akazibānnyo, utu-, 12(13, (-zib- obstruer, -nyo 9 anus), Agathisanthemum globosum KL."
intintibunnyo,-tînt-,14,coccyx,n.,P283-C2,"intintibunnyo, (-tînt-- chuter, -nyo 14 région anale), coccyx. Syn. umwugariro, umwâtātá, ikibúno."
nò,,,"aussi, et encore",adv.,P283-C2,"nò, (inv.), (cfr nà), associatif devant un infinitif ou une forme locative: aussi, et encore. Nó kwā Yóhăni ní kure, et chez Jean c'est aussi loin. Nó mu rûzi, dans la rivière également. Hirya nó hino, tout autour, en tous sens. Nó hagati, et même au milieu. Nó hambavu y'imirima, même près des cultures. Kuvúga nó gukóra, parler et travailler."
kunóba,-vye,,Ramasser grain par grain.,v.,P283-C2,"kunóba, -vye, becqueter, picorer (oiseau). Ramasser grain par grain. Trier. Prov. 1326."
kunóbagiza,-je,,picorer activement.,v.,P284-C1,"kunóbagiza, -je, (cfr -nób-), picorer activement."
kunóbagura,-ye,,"picorer, ramasser vite.",v.,P284-C1,"kunóbagura, -ye, (cfr -nób-), picorer, ramasser vite."
kunóbagurana,-nye,,se donner des coups de bec.,v.,P284-C1,"kunóbagurana, -nye, (cfr -nóbagur-), se donner des coups de bec."
kunóbana,-nye,,becqueter ensemble,v.,P284-C1,"kunóbana, -nye, (cfr -nób-), becqueter ensemble. Se becqueter."
kunóbeka,-tse,,planter facilement en terre meuble,v.,P284-C1,"kunóbeka, -tse, (cfr -no 5 et -nóbezo 7), planter facilement en terre meuble. Etre facile à planter, - à ficher. Syn. gushingika."
kunóbēra,-reye,,"trier, ramasser du grain",v.,P284-C1,"kunóbēra, -reye, (cfr -nób-), applic. trier, ramasser du grain. || S'en aller, se retirer tranquillement (sans regarder autour de soi). Se promener en toute tranquillité en contemplant e sol."
kwînobera,-ye,,"ramasser soimême, picorer tout seul, tranquillement",v.,P284-C1,"kwînobera, -ye, (cfr -nóbēr-) ramasser soimême, picorer tout seul, tranquillement,"
kunóberera,-reye,,choisir parmi les choses que lon connaît,v.,P284-C1,"kunóberera, -reye, (cfr -nóber-), applic. « choisir parmi les choses que lon connaît», être érudit, être savant."
umunōbezi,aba-,1|2,"maraudeur, chapardeur; enfant qui fait des petits larcins",n.,P284-C1,"umunōbezi, aba-, 1|2, (cfr -nóbēr-), maraudeur, chapardeur; enfant qui fait des petits larcins."
ikinóbezo,ibi-,718,"poét., pied",n.,P284-C1,"ikinóbezo, ibi-, 718, (à rapprocher de -nóbek-), poét., pied. Ku kinóbezo c Umuhùûtu, sur le pied Qun Hutu."
kunóboka,-tse,,se cueillir facilement,v.,P284-C1,"kunóboka, -tse, (cfr -nób- et -no 3), se cueillir facilement."
kunóbora,-ye,,détacher de la tige,v.,P284-C1,"kunóbora, -ye, (cfr -nób-), détacher de la tige, cueillir. || Enucléer."
kunôbōra,-ye,,"choisir, trier avec soin",v.,P284-C1,"kunôbōra, -ye, (à rapprocher de -nób-), choisir, trier avec soin. Arranger soigneusement. || Peler des légumes."
kwînōbōra,-ye,,prendre son temps,v.,P284-C1,"kwînōbōra, -ye, (cfr -nôbōr-), prendre son temps. Var. kwîtōbōra."
kunôbōrera,-ye,,"trier, cueillir",v.,P284-C1,"kunôbōrera, -ye, (cfr -nôbōr-), applic. trier, cueillir. Genda umunbōrere intore, va lui cueillir de belles aubergines."
ikinôfá,-,718,maladie des céréales,n.,P284-C1,"ikinôfá, ibi, 718, (cfr -nófor-), maladie des céréales, charbon. Epi de sorgho qui ne donne poini de grains mais reste pâteux."
ikinófinófi,ibi-,7)8,tige de sorgho,n.,P284-C1,"ikinófinófi, ibi-, 7)8, tige de sorgho. Les enfants en sucent le jus sucré, le mâchent comme une friandise."
umunofo,imi-,34,morceau de viande tiré du cuissot,n.,P284-C1,"umunofo, imi-, 34, (sw.), morceau de viande tiré du cuissot. Syn. umusoso."
umunofogo,aba-,1|2,gourmand,adj.,P284-C1,"umunofogo, aba-, 1|2, gourmand. Syn. umuhônyó."
kunófora,-ye,,"être atteint du charbon (végétaux, céréales).",adj.,P284-C1,"kunófora, -ye, (cfr -nôfáâ 7), être atteint du charbon (végétaux, céréales)."
kunôfōza,-je,,"ôter le maïs de sa tige, principalement avant qwil ne soit bien formé.",v.,P284-C1,"kunôfōza, -je, (cfr -nôfá 7), ôter le maïs de sa tige, principalement avant qwil ne soit bien formé."
umunóga,imi-,314,petite cruche.,n.,P284-C1,"umunóga, imi-, 314, (cfr -nóg-), petite cruche. Syn. v. inkóno, Baca bámuha umunóga, ils lui donnent aussitôt un cruchon."
ikinóga,ibi-,718,espèce d'oiseau (sans déterminations).,n.,P284-C1,"ikinóga, ibi-, 718, espèce d'oiseau (sans déterminations)."
kunóga,-ze,,être doux au toucher,adj.,P284-C1,"kunóga, -ze, être doux au toucher. || Etre trituré, être battu (sol). Etre frayé, être foulé."
kunóganya,-nije,,se mettre d'accord,v.,P284-C1,"kunóganya, -nije, (cfr -nóger-), se mettre d'accord, Saboucher. Syn. kwêmeranya."
kunóganza,-ngije,,"piétiner, fouler",v.,P284-C1,"kunóganza, -ngije, (cfr -nóg-), piétiner, fouler. Syn. guhonyanga. 14, (cfr -nóg-), terre battue, foulée; endroit sans végétation; sol nu. || Par ext. Pays où manque le bois de chauffage."
kunogera,-ye,,manger beaucoup lentement,v.,P284-C1,"kunogera, -ye, (à rapprocher de -nóg-), manger beaucoup lentement, bien manger en mastiquant soigneusement. || Assouplir une étoffe de ficus en la retravaillant."
kunógera,-ye,,aimer; avoir de la sympathie pour qqn.,v.,P284-C2,"kunógera, -ye, (cfr -nóg-), aimer; avoir de la sympathie pour qqn. Kunógera abăndi, être conciliant,"
kunógerana,-nye,,sympathiser.,v.,P284-C2,"kunógerana, -nye, (cfr -nóger-), sympathiser."
ubunogérane,,14,"amour véritabte, fidèle, constant.",n.,P284-C2,"ubunogérane, 14, (cfr -nógeran-), amour véritabte, fidèle, constant."
umungere,imi,34,pale du calice.,n.,P284-C2,"umungere, imi, 34, (néol.), (cfr  -nōger-), umuncěgere w 'ikalisi, pale du calice."
kunógereza,-je,,parfaire un travail,v.,P284-C2,"kunógereza, -je, (cfr -nōger-), parfaire un travail. || Polir. Fourbir. Oindre, frotter de parfum. || Mâcher. || Moudre fin. Syn. kugogōra. Prov. 535."
kwînogereza,-je,,s'oindre,v.,P284-C2,"kwînogereza, -je, (cfr -nógerez-), s'oindre. Urăámbangamiye wâ mpfizi yintāma, vyisīga nk’abarcndo vyinogereza nK’abageni, tu as choisi pour moi ce bélier, vous vous frottez de beurre -comme des jeunes filles qui veulent avoir la peau douce, comme des jeunes mariées,"
kunógerezwa,-jwe,,être parachevé,v.,P284-C2,"kunógerezwa, -jwe, (cfr -nógerez-), être parachevé. Syn. guhérahezwa. Etre bien moulu. || Etre soigneusement enduit. Syn. gusīgiririzwa."
igisámunógo,ibi-,7l8,oiseau non identifié,n.,P284-C2,"igisámunógo, ibi- 7l8, (-sa ressembler à, -nógo 3), oiseau non identifié. « Igisímunógo bákirashe ku munwa kiti iryó nagirá mvugé ndarinyuze amarira, un oiseau blessé au bec par une flèche s'écria: le mot que sortir je échange contre des pleurs. » Le bonheur ne dure pas, le malheur frappe à limproviste."
ikinogo,ibi-,718,"cavité, fosse",n.,P284-C2,"ikinogo, ibi-, 718, (cfr -nógonor-), creux, cavité, fosse. Ikinògo câmâzi, un bassin d'eau. Prov. 258"
bunòógo,14a,14a,"sans augment, sans compl.",adj.,P284-C2,"bunòógo, 14a, (cfr -nògo 7), sans augment, sans compl., creusé. Ikintu kimezé bunòógo, un objet concave."
ibinógonógo,8,8,trous creusés à distance très rapprochée.,n.,P284-C2,"ibinógonógo, 8, (cfr -nògo 7), trous creusés à distance très rapprochée."
kunógonora,-ye,,enlever complètement.,v.,P284-C2,"kunógonora, -ye, (cfr -nògo 7), enlever complètement. Evider. || Moudre soigneusement. V. -nógereza."
kunógora,-ye,,mettre à sec,v.,P284-C2,"kunógora, -ye, (cfr -nógoz-), mettre à sec, vider un récipient."
kunógoza,-je,,faire cul sec,v.,P284-C2,"kunógoza, -je, (cfr -nógor-), faire cul sec (fam.)."
Nohělíi,,9a,Noël,n.,P284-C2,"Nohělíi, 9a, (fr.) Noël. Var. Nwěli. Umùsi mukûru wa Nóhěli, la fête de Noël. Nohěcli iri mu gushika, Noël est proche."
umunóho,,3,boulimie,n.,P284-C2,"umunóho, 3, (cfr -nóhok-), boulimie. Syn. amêru. Kubá umunòóho, être gourmand. Kwîcwa numunóho, être très gourmand. Kuvyûra umunòho n’'ugushākwa, être attrayant."
kunóhoka,-tse,,être décharné.,adj.,P284-C2,"kunóhoka, -tse, (cfr -nóho 3), maigrir, être décharné."
kunóhora,-ye,,faire maigrir.,v.,P284-C2,"kunóhora, -ye, (cfr -nóhbok-), amaigrir, faire maigrir. Syn. kwônza."
kunoka,-tse,,enfoncer dans un trou.,v.,P284-C2,"kunoka, -tse, enfoncer dans un trou, mettre dans. Syn. gutibiza. Néol. visser."
kunokagiza,-je,,harceler.,v.,P284-C2,"kunokagiza, -je, (cfr -nokez-), molester, harceler."
kunokeza,-je,,"maltraiter, taper s Sur la tête, faire souffrir.",v.,P284-C2,"kunokeza, -je, (cfr -nok-), maltraiter, taper s Sur la tête, faire souffrir."
umunóko,imi-,3|4,œil dont les cils sont tombés.,n.,P284-C2,"umunóko, imi-, 3|4, (cfr -nokōr-), œil dont les cils sont tombés. Gukanura iminóko, ouvrir de grands yeux hébétés."
ikinòko,ibi-,7|8,paupière inférieure abaissée découvrant læœæil.,n.,P284-C2,"ikinòko, ibi- 7|8, (cfr -nokōr-), paupière inférieure abaissée découvrant læœæil: mon Kwêreka ibinòko, mépriser. Gutânga ikinóko, tourner un quémandeur en ridicule. Prov. 56i, 2358."
urunóko,,11,regard sévėre.,n.,P285-C1,"urunóko, 11, (cfr -nokōr-), regard sévėre. Kwêreka urunòko, faire les gros yeux."
ubunòóko,,14,petits yeux perçants.,adj.,P285-C1,"ubunòóko, 14, (cfr -nòko 11), (péj.), petits yeux perçants."
kunokra,-ye,3,"énucléer, extraire.",v.,P285-C1,"kunokra, -ye, (cfr -noko 3), énucléer, extraire. Syn. gusokōra. Kunokōra umusokōro mw-igúfa, enlever la moelle dun os."
ubunokōro,,14,pays de famine.,n.,P285-C1,"ubunokōro, 14, (cfr -nokōr-), pays de famine."
ikinombe,ibi-,718,motte de terre.,n.,P285-C1,"ikinombe, ibi- 718, (cfr -nombez-), motte dė terre. Syn. ikincnko. Umwizigiro w'ikinombe căgize ngo imvúra ntízōgwá, (Prov.), la confiance naive de la motte-de terre la pousse à dire qw'il ne pleuvra pas. Un sain réalisme suppose qu’on s'attende à des difficultés; le malheur est inévitable; nul ne reste figé dans son état. Prov. 2576."
inombe,,9|10,"terrain marneux, favorable à la culture.",n.,P285-C1,"inombe, 910, (cfr -nombe 7), terrain marneux, favorable à la culture. TROUWBORST 122."
kunombeza,-je,,mettre la dernière main à.,v.,P285-C1,"kunombeza, -je, mettre la dernière main à. Syn. kunônsora. Yâ nzu wâ muhûùngu yāayinombeje, ce jeune homme a achevé sa maison."
kunōna,-nye,,"frapper sur les ongles, les sabots (des bestiaux).",v.,P285-C1,"kunōna, -nye, (cfr -nōno 7), frapper sur les ongles, les sabots (des bestiaux)."
kwînona,-nye,,"douter; appréhender; s'inquiéter; se tourmenter, se faire du souci.",v.,P285-C1,"kwînona, -nye, douter; appréhender; s'inquiéter; se tourmenter, se faire du souci. Syn. kwînūba."
kunónagira,-ye,,"Marcher sur les talons, avoir les orteils dressés en marchant.",v.,P285-C1,"kunónagira, -ye, (cfr -nóner-), marcher à instar des ongulés. Marcher sur les talons, avoir les orteils dressés en marchant."
akanónagizi,utu-,12|13,Sorte de poisson (sans spécifications).,n.,P285-C1,"akanónagizi, utu-, 12|13, sorte de poisson (sans spécifications)."
nōnaha,-nōné,,Nōné.,v.,P285-C1,"nōnaha, v. -nōné."
ikinonda,ibi-,7|8,Grand poisson du lac (non identifié).,n.,P285-C1,"ikinonda, ibi-, 7|8, (douteux), grand poisson du lac (non identifié). Inonzi ?"
kunonganya,-nije,,dépérir (enfant),v.,P285-C1,"kunonganya, -nije, (cfr -nong-), dépérir (enfant). Syn. kuzîngama."
kunôngereza,-je,,"connaître à fond, posséder parfaitement",v.,P285-C1,"kunôngereza, -je, (cfr -nôngorer-), connaître à fond, posséder parfaitement."
kunongēsha,-sheje,,laisser pour rir,v.,P285-C2,"kunongēsha, -sheje, (cfr -nong-), laisser pour rir. Var. kubongēsha. Kunongēsha amasé, faire se décomposer le fumier."
kunôngorera,-ye,,"applic., être expérimenté",v.,P285-C2,"kunôngorera, -ye, (cfr -nôngerez-), applic., être expérimenté. Izi ndyá zātētswe n'umuhbīinga yanôngoreye, cette nourriture a été préparée par qan qui connaît bien son métier."
kunôngosora,-ye,9,achever complètement un travail.,v.,P285-C2,"kunôngosora, -ye, (-nông--), achever complètement un travail."
umunóni,imi-,34,"tresse d'herbes, bracelet d'herbes.",n.,P285-C2,"umunóni, imi-, 34, tresse d'herbes, bracelet d'herbes. || Umuja wiminóni, homme vil, méprisé. || Haba wagacúiti wōgirá ngăha hbăfi? Na múnoni, tu was aucun parent dans les environs? Pas le moindre. V. -nóni 9. Gucá ijambo umunóni, parfaitement sur un point. Prov. 3202, 3733. M.R.A.C. 41.885."
inóni,,9,claquement des doigts.,n.,P285-C2,"inóni, 9, (cfr -nóni 3), claquement des doigts. Gucá inóni, claquer les doigts (par colère)."
akanonjogori,utu-,1213,"malléole, cheville du pied.",n.,P285-C2,"akanonjogori, utu-, 1213, malléole, cheville du pied. Syn. akazírabunnko, ijîsho ry'ikirenge."
umunonjoro,imi-,3|4,doigt des pattes des oiseaux,n.,P285-C2,"umunonjoro, imi- 3|4, (douteux), doigt des pattes des oiseaux. V. -no 5"
ikinnko,ibi-,7i8,boule de terre durcie,n.,P285-C2,"ikinnko, ibi-, 7i8, (cfr -ncnko 9), motte, boule de terre durcie, motte de terre. Ikincnko c'ûmûnyu, un bloc de sel. || Fig. Avorton, nabot. Syn. impfúnya. Prov. 2339, 2575."
