WORD,diff_status,WORD_OLD,WORD_NEW,DESCRIPTION_OLD,DESCRIPTION_NEW,POS_OLD,POS_NEW,AFFIX_OLD,AFFIX_NEW,NOUN_CLASS_OLD,NOUN_CLASS_NEW
12848,CHANGED,,impfāgusa,,"mourir, ne servir à -sa 15 rien, bon à rien, inutile.",,,,-pfū-,,9l|10
12850,CHANGED,,kwisa,,"défectif, ne ressembler qu'à un de ses parents.",,,,-s-,,
12851,CHANGED,,ubùsa,,"néant, vanité; inutile; vide.",,n,,,,14
12857,CHANGED,,kwîsaba,,être indépendant des autres; se tirer d'affaire soi-même.,,,,-vye,,
12858,CHANGED,,gusāba,,"se répandre; s'éparpiller (grains), être renversé; se dissiper, se disperser; éclater, se disloquer, se rompre, se briser; se briser en plusieurs morceaux, se fracasser.",,verb,,-vye,,
12859,CHANGED,,gusábaga,,être feuillu,,,,-ze,,
12884,CHANGED,,agasâbīrá,,"plante médicinale, médicament",,n.,,,,
12885,CHANGED,,gusabirana,,"intervenir Pun pour lautre, s'entraider",,v.,,-nye,,
12886,CHANGED,,gusabiranira,,"appliquer, prier les uns pour les autres",,v.,,-ye,,
12887,CHANGED,,gusabirira,,"appliquer, faire des imprécations contre qqn, le maudire",,v.,,-ye,,
12888,CHANGED,,ubusabirizi,,courtisanerie,,n.,,,,14
12889,CHANGED,,umusăbīrwa,,"récolte de simples, médicament",,n.,,imi-,,3|4
12890,CHANGED,,isâbisâbi,,Dissipation. Dispersion.,,n.,,,,5|6
12891,CHANGED,,gusabīsha,,"faire prier, prier gu moyen de, demander au moyen de. Intercéder.",,v.,,-shije,,
12908,CHANGED,,ubusābúsa,,"un petit rien, deix fois rien, quasiment rien.",,,,,,14
12909,CHANGED,,gusabūza,,mettre la brouille entre un patron et son « client » Etre cause par son intervention — de la rupture du contrat de vassalité.,,mettre,,-je,,
12910,CHANGED,,gusabwa,,"être celui à qui on a recours, doni on recherche le patronage; être reconnu comme maître.",,être,,-bwe,,
12911,CHANGED,,igisábwesábwe,,"réponse empressée, obséquieuse.",,,,ibi-,,7i8
12932,CHANGED,,umusagára,,Rhus vulgaris MEIKLE.,,,,imi-,,
12933,CHANGED,,isagára,,Pentas longiflora OLIV. On utilise la décoction de ses feuilles en lavement.,,,,ama-,,
12934,CHANGED,,igisagára,,agglomération; hameau.,,,,ibi-,,7|8
12948,CHANGED,,umusâgīro,,couverture (d'un toit),,,,imi-,,
12949,CHANGED,,gusâgīirwa,,être couvert (toit),,,,-riwe,,
12951,CHANGED,,gusâguriza,,"faire réserver excédent, demander quon réserve le reste pour qqn.",,,,-je,,
12980,CHANGED,,kwîsahura,,"rendre un vol possible par sa propre négligence, par manque de précautions.",,,,-ye,,
12981,CHANGED,,gusahurana,,se piller mutuellement.,,,,-nye,,
12983,CHANGED,,amaddddásahúrwa,,"ce qui n’est jamais emporté, raflé",,,,,,6
12988,CHANGED,,insambūzamusaka,,"faire démolir, bière",,poét.,,"-sambūz-, -saka 3",,9|10
12989,CHANGED,,gusaka,,"(roquer des vivres. Empêcher de sortir. Lever tout ce qui couvre les cachettes éventuelles, perquisitionner pour découvrir des objets volés. Sonder, chercher à savoir, tirer les vers du nez. Gusaka umuntu, plaider le faux pour savoir le vrai.)",,,,-tse,,
12990,CHANGED,,amasâka,,Espèces de sorgho.,,n,,-shâka,,6
12991,CHANGED,,Sêmasàka,,"le père du sorgho, maître sorgho",,,,,,9a
12992,CHANGED,,igisâka,,buisson,,n.,,ibi-,,
12993,CHANGED,,-sákănwa,,,,n.,,-ănwa,,
12994,CHANGED,,umusákanyíka,,,,v.,,-nyíka,,
12995,CHANGED,,gusakāra,,"mettre une couverture, couvrir un toit",,v.,,-ye,,
13001,CHANGED,,jgisákisáki,,"empressement, hâte du bâcleur.",,,,,,7
13002,CHANGED,,agasákisáki,,chalumeau non coupé.,,noun,,,,12
13003,CHANGED,,gusakīsha,,tâtonner; tenter; risquer le coup; sonder les dispositions de qqn.,,Verb,,-shije,,
13008,CHANGED,,umusómarusáku,,plante médicinale non identifiée ressemblant au murândarânda.,,,,imi-,,3|4
13009,CHANGED,,gusâkumba,,réunir des débris; ramasser des brins d'herbes.,,,,-vye,,
13010,CHANGED,,ibisâkumbwá,,"débris, ordures",,,,,,9
13040,CHANGED,,igisamamajenje,,-jenje,,v.,,-jenje,,
13042,CHANGED,,gusamārirwa,,"être objet de distractions, provoquer les distractions, attirer les regards.",,,,-riwe,,
13043,CHANGED,,gasamasama,,"adverbe. Gasamasama kûkwêmera, adverbe d'affirmation. Gasamasama k'uguhakana, ady. de négation. Gasamasama k'ukubáza, adv. Gasamasama k'ukudôndōra, adv. de qualité, Gasamasama Kukunganganya, adv. d'égalité. Gasamasama k’îngéne, adv. de manière. Gasamasama k'impundāro, adv. de circonstance. Gasamasama Kumwănya, adv. de temps. Gasamasama kikibănza, adv. de lieu. Gasamasama k'ugukêkereza, adv. de doute.",,adverbe,,,,
13044,CHANGED,,samáyumba,,-yumba,,v,,,,
13045,CHANGED,,igisámayûngwe,,distraire,,v,,-yûngwe,,
13046,CHANGED,,kwîsamaza,,"se laisser aller à la rêverie, avoir des distractions.",,,,-je,,
13048,CHANGED,,usâmbanya,,"adultère, fornicateur",,n.,,-nije,,1|2
13049,CHANGED,,gusâmbasamba,,"tâter, risquer, tenter",,v.,,-vye,,
13050,CHANGED,,igisambāza,,imperméable fait d'écorces de bananier,,n.,,ibi-,,7|8
13051,CHANGED,,umusambi,,"vieille natte, natte usée, effilochée",,n.,,imi-,,3)4
13100,CHANGED,,igisámûsure,,sure,,,,-sure,,
13101,CHANGED,,gusámuza,,faire goûter à qqn.,,,,-je,,
13102,CHANGED,,gusâmvya,,faire limpossible pour sauver sa peau.,,,,-mbije,,
13112,CHANGED,,isanduruma,,corruption du mot français rassemblement,,n.,,,,9i|i0i
13113,CHANGED,,gusanga,,faire la même chose que,,v.,,-ze,,
13114,CHANGED,,insângá,,amulette destinée à attirer la sympathie que les femmes glissaient parmi les perles de leur ceinture,,n.,,,,910
13115,CHANGED,,isănga,,corne recourbée du bélier,,n.,,ama-,,56
13144,CHANGED,,gusangira,,,,v.,,-ye,,
13145,CHANGED,,kwîsangira,,,,v.,,-ye,,
13146,CHANGED,,gusangīra,,,,v.,,-riye,,
13147,CHANGED,,ubusângira,,,,n.,,ama-,,
13156,CHANGED,,gusângukira,,se décomposer,,,,-ye,,
13157,CHANGED,,gusangwa,,être trouvé,,Etre,,-NZWe,,
13158,CHANGED,,gusangwa,,"être bien reçu, être reçu à bras ouverts, trouver bon accueil.",,"être bien reçu, être reçu à bras ouverts, trouver bon accueil.",,-zwe,,
13159,CHANGED,,umusangwàbutaka,,groupe de parenté très éloignée.,,v.,,-taka,,8
13196,CHANGED,,gusáraganya,,"se débattre; trépigner, gesticuler. Faire une crise de nerfs pour obtenir ce dont on a envie.",,v.,,-nije,,
13197,CHANGED,,gusáragara,,"se dessécher, se fendiller sous de la sécheresse. Etre desséché.",,v.,,-ye,,
13198,CHANGED,,gusáragura,,"graver (le bois), orner, décorer de raies parallèles.",,v.,,-ye,,
13199,CHANGED,,agasarakenke,,"graminée à longue tige, Hyparrhenia. Hanyuma aragenda mu gahinga arazîngazinga udusarakenke twâ dusarakenke akatubámwo, ensuite, il partit dans la savane et édifia à la hâte un abri de graminées et c'est là qwil habita.",,n.,,udu-,,12
13272,CHANGED,,gusāsuma,,dérivé du précédent,,n.,,-mye,,
13273,CHANGED,,gusāsumwa,,être recensé,,n.,,-mwe,,11
13274,CHANGED,,igisasūra,,en C,,n.,,ibi-,,7|8
13275,CHANGED,,insasūrakirago,,rago,,,,-rago,,
13293,CHANGED,,Mukâsáto,,"épouse du python, autre nom de Jururyíkagôngo, Pépouse du python",,n,,,,1a
13294,CHANGED,,urusâto,,peau,,peau,,in-,,110
13295,CHANGED,,satungá,,v. -tungá et -géreká,,v.,,,,9
13328,CHANGED,,ubusâza,,la vieillesse,,n.,,,,
13329,CHANGED,,gusâza,,vieillir,,v.,,-sâje-shâje-,,
13330,CHANGED,,musâzăbo,,terme de référence,,n.,,,,
13331,CHANGED,,gusâzana,,vieillir ensemble,,v.,,-nye,,
13348,CHANGED,,gusazwa,,"être en crise de folie, devenir fou à la nouvelle de.",,"sé! (inv.), particule exclamative ou interrogative.",,-sazijwe,,
13349,CHANGED,,sé-,,"élément servant à former des teknonymes. On peut aussi lui donner le sens de Maître, compère. Ceci vaut surtout dans les fables et les textes poétiques. Sêbahiínga, Compère Bahinga ou Maître artisan. Sêmapfá, Maître famine, garçon né pendant la famine. Sêzuzu, Compère Lenain, Sêdugu, même sens. Sêbuja ou shêbuja, patron (au sens latin du mot). Sêmuntu, un chacun. Sênyambo, le possesseur de belles vaches à longues cornes. Cet élément est parfois transformé en sá-: Sârugwe, Compère Léopard. V. nà-, inà-. Abahútu ba Sêgibhănga, les serfs de Maître Gihanga.",,n,,,,
13352,CHANGED,,amasé,,bouse de vache,,n.,,,,
13353,CHANGED,,akênesé,,jalousie entre demi-frères,,n.,,utw-,,12|13
13354,CHANGED,,ibûúse,,"dans la famille paternelle, du côté du père",,n.,,"(i locatif, bu- préf. cl. 14, -sé la son père)",,
13355,CHANGED,,mukâsé,,,,v.,,mukâ-,,
13368,CHANGED,,gusebēra,,"être plein à déborder, s'emplir",,v.,,-reye,,
13369,CHANGED,,gusebereza,,inonder,,v.,,-je,,
13370,CHANGED,,umusebéya,,,,n.,,imi-,,
13371,CHANGED,,gusébeya,,mêler de la cendre au grain pour faire de la bière,,v.,,-ye,,
13376,CHANGED,,sēbukwé,,,,v.,,-kwé,,
13377,CHANGED,,gusebura,,,,v.,,,,
13378,CHANGED,,isēbura,,plantation dans les marais,,n.,,ama-,,
13379,CHANGED,,gusëbura,,cultiver dans le marais,,v.,,-ye,,
13400,CHANGED,,sêgatéme,,téme,,v.,,-,,
13401,CHANGED,,isegenya,,"pluie torrentielle, averse; ondée, pluie battante, pluie d'orage",,n.,,,,5|9i
13402,CHANGED,,gusegenya,,se traîner par terre,,v.,,-nye,,
13403,CHANGED,,gusëgera,,mendier en faveur de,,v.,,-ye,,
13416,CHANGED,,kwîsegura,,s'appuyer sur,,v.,,-ye,,
13417,CHANGED,,guségurira,,dresser le lit de,,v.,,-ye,,
13418,CHANGED,,gusēhagirika,,haleter,,v.,,-tse,,
13419,CHANGED,,umusêbàndûru,,,,v.,,-rûrú,,
13424,CHANGED,,gusēhuruka,,passer dans un autre pays.,,,,,,
13425,CHANGED,,gusēhurukira,,émigrer,,,,-ye,,
13426,CHANGED,,gusēhwa,,"être transporté, porté d'un lieu à un autre.",,,,-shwe,,
13427,CHANGED,,guseka,,rire,,Noun/Verb,,-tsë,,
13464,CHANGED,,umusékurano,,"remède fait de simples triturés, pilés, écrasé.",,,,imi-,,3|4
13465,CHANGED,,gusékurira,,"concasser, piler dans telles circonstances.",,,,-ye,,
13466,CHANGED,,isékuro,,"mortier à piler, égrugeoir.",,,,ama-,,6
13467,CHANGED,,gusekwa,,"être plaisanté, être objet de moquerie.",,,,-tswe,,
13472,CHANGED,,guséma,,"être de mauvais augure, porter malheur, être de mauvais présage",,n.,,-mye,,
13473,CHANGED,,gusēmagira,,"être fort essoufflé, haleter",,n.,,-ye,,
13474,CHANGED,,gusēmagirika,,"respirer difficilement, haleter, perdre haleine, s'essouffler, suffoquer",,n.,,-tse,,
13475,CHANGED,,gusëmagiza,,essouffler,,v.,,-je,,
13480,CHANGED,,Sêmasaka,,,,v.,,-sáka,,
13481,CHANGED,,Sêmasēra,,,,v.,,-sēra,,
13482,CHANGED,,gusêmbereza,,"recevoir un hôte, donner l'hospitalité, héberger",,v.,,-je,,
13483,CHANGED,,kwîsembereza,,chercher à garder les faveurs d'un grand,,v.,,-je,,
13532,CHANGED,,Abasênge,,"descendants de Rusênge, ganwa qui remonterajt à Mutaga I.",,,,,,2
13533,CHANGED,,ikíinasênge,,nid de fourmis appelées ubushéshe. Syn. igisengesenge.,,,,,,
13535,CHANGED,,igisengesenge,,nid de petites fourmis appelées ubusheshe.,,,,ibi-,,
13548,CHANGED,,umusêngo,,grossier personnage,,n.,,aba-,,1|2
13549,CHANGED,,kwîsēnya,,s'abattre; S'écrouler,,,,-nye,,
13550,CHANGED,,Sênyagára,,v. -nyagára.,,v,,-nyagára,,
13551,CHANGED,,gusênyagura,,"abattre beaucoup de bois, faire des coupes.",,,,-ye,,
13609,CHANGED,,guserurwa,,"être en vue, en évidence, au grand jour.",,,,-we,,
13610,CHANGED,,sêrutorgo,,-torōgo,,,,,,
13611,CHANGED,,Sêrutwá,,v. -twá.,,,,,,
13620,CHANGED,,agasêsamútobe,,non cultivé,,v.,,v.-tobe,,
13621,CHANGED,,gusêseka,,"se répandre à terre (liquides). Se renverser, s'éparpiller (grains). f Déborder. || Egailler.",,v.,,-tse,,
13622,CHANGED,,igisésemangwé,,,,,,,,
13623,CHANGED,,iseséme,,"soulèvement du cœur, haut-le-cœur, envie de vomir, nausée.",,n,,ama-,,5l6
13668,CHANGED,,ishá,,"gazelle; Gazella sylvicapra grimmia, Syn. intáramvyi.",,n.,,,,9|10
13669,CHANGED,,gushá,,"brûler, se brûler, s'embraser; s'échauder. Etre consumé par le feu. Syn. gutókombora. Gushá inkomborera, être dévasté par le feu. || Cuire, être cuit. Arriver à maturité, mûrir, être mûr (fruit). || Etre prête à boire (bière en fermentation). || Fig. gutêka bigashá, faire bon ménage. Gushika ubîmbariye ního dutēká bigashá, quand tu me lauras dit nous serons bons amis. Gushá côba, craindre, appréhender qqach. Birănsha, tant pis pour moi, cest mon affaire. Biragúsha, il t'en cuira. || Loc. cfr -fûmba 11. Prov. 18, 56, 70, 86, 193, 248, 928, 1158, 1175, 1378, 1827, 1915.",,v.,,-hîye,,
13670,CHANGED,,shá,,"interjection familière, abréviation de mushăhu q.v., shăhuwě. Vieille noix, vieille branche (fam.). Urûmva shá ?, tu saisis, ma vieille? Ewe shă, ngo háno, viens ici, mon vieux! Ehê bāshá, voyez-noi donc ça! Warâmpênze shă, tu mas trompé, mon vieux! Ces mots sont actuellement employés. même par les filles entre elles. Hs faisajent. autrefois allusion à des attributs virils mais ils ont été vidés de leur sens originel.",,interj.,,-shă,,
13671,CHANGED,,umushabaga,,"colobus, singe (magistrat ?) au poil noir et à colorette blanche.",,n.,,imi-,,3|4
13672,CHANGED,,umishâbishâbi,,Asparagus abyssinicus HOCHST.,,,,imi-,,3|4
13673,CHANGED,,ubushagama,,sang de bovidé quwon met à part quand on égorge.,,,,-ryá,,14
13674,CHANGED,,umusháha,,cœur,,,,imi-,,3|4
13684,CHANGED,,ishaka,,volonté,,n.,,,,
13685,CHANGED,,gushāka,,convoiter,,v.,,-tse,,
13686,CHANGED,,ishâka,,grain de sorgho,,n.,,,,
13687,CHANGED,,igishákará,,tige de céréale après la récolte,,n.,,,,
13688,CHANGED,,amashâkarúgo,,,,n.,,Vv-go,,
13689,CHANGED,,igishákasháka,,tige de sorgho,,n.,,ibi-,,7|8
13690,CHANGED,,gushākira,,vouloir,,v.,,-ye,,
13691,CHANGED,,kwîishākira,,vouloir soimême,,v.,,-ye,,
13692,CHANGED,,gushākirwa,,"être objet de souhaits; ambitionner, avoir de lambition; présupposer.",,v.,,-shākiwe,,
13693,CHANGED,,gushākwa,,être voulu,,,,-tswe,,
13694,CHANGED,,ubushâkwahá,,-ahá,,v,,-ahá,,
13695,CHANGED,,ishākwe,,"tambour qui donne le rythme, la cadence.",,,,ama-,,9ijó
13696,CHANGED,,Abashāma,,bonne famille tutsi,,n.,,,,
13697,CHANGED,,gushâma,,se mettre en colère; être de mauvaise humeur; être irascible,,v.,,-mye,,
13698,CHANGED,,ishamba,,"maquis; forêt; brousse, savane herbeuse: désert; lieu inhabité",,n.,,ama,,
13699,CHANGED,,umunyëshamba,,"paysan, individu inculte, broussard",,n.,,aba-,,
13716,CHANGED,,gushâna,,tomber coniinuellement (pluie de la mousson),,v.,,-nnye,,
13717,CHANGED,,urushâná,,"mousson, pluie continue, grande saison des pluies (mars-avril)",,n.,,,,11
13718,CHANGED,,umushăna,,espèce de serpent,,n.,,imi-,,344
13719,CHANGED,,bushăna,,"sans augment, sans compl., comme un serpent",,n.,,,,14a
13728,CHANGED,,igishanga,,"boue, vase, fange; marécage",,n.,,ibi-,,78
13729,CHANGED,,ishănga,,"loin, à l'étranger",,adv.,,,,5
13730,CHANGED,,gushangāra,,"être au loin, souffrir de privations",,v.,,-ye,,
13731,CHANGED,,igishăngara,,savane,,n.,,ibi,,7l8
13748,CHANGED,,ishâra,,bétail à cornes très écartées vers le sommet et dont les pointes sont convergentes.,,,,-shar--,,9|10
13749,CHANGED,,ivyâshára,,bénéfice,,noun,,,,8
13750,CHANGED,,ubushârá,,variété de petits oignons.,,,,,,14
13768,CHANGED,,umushárizi,,ornement,,n.,,aba-,,1|2
13769,CHANGED,,igisharizo,,décoration picturale,,n.,,ibi-,,718
13770,CHANGED,,agasharizo,,"bijou, parure, ornement",,n.,,udu-,,12113
13771,CHANGED,,gusharizwa,,"être orné, paré, façonné",,v.,,-jwe,,
13776,CHANGED,,ubushăsha,,plaine,,n.,,,,14
13777,CHANGED,,gusháshara,,ardemment,,v.,,-ye,,3
13778,CHANGED,,ishashára,,cire,,n.,,ama-,,5|6
13779,CHANGED,,igishashára,,bruyère,,n.,,ibi-,,718
13784,CHANGED,,ishăti,,"(angl. shirt), chemise. Syn. umwîÎnjiro.",,,,ama-,,5l6
13785,CHANGED,,isbătikti,,v. -kcti.,,v,,-kcti,,
13786,CHANGED,,igishâto,,"peau. Var. urusâto. Igishâto cugutwí, le lobe de loreille.",,n,,ibi-,,7(8)
13801,CHANGED,,urushaza,,petit pois,,,,,,11
13802,CHANGED,,ubuskaza,,"Pisum savitum, petits pois.",,,,,,14
13803,CHANGED,,gushaza,,"Ashaza ubw’îmêndé, c'est un petit précieux, maniéré, exagérément soigneux de sa personne. Gushaza umwâka umwé nk'ûmwáâgazi w'intāma, être coquet pendant qq. temps.",,verb,,-jije,,
13816,CHANGED,,gushégeshwa,,"être affaibli, se consumer, être atteint d'une maladie de langueur.",,,,-shwe,,
13817,CHANGED,,igishěgukazi,,initiée au culte de Kiranga. Esprit féminin présidant aux cultures : Inámukózi.,,,,ibi-,,7|8
13818,CHANGED,,gushêgura,,lancer des paroles obscènes.,,verb,,-ye,,
13819,CHANGED,,gushêgurira,,dire des paroles ordurières.,,,,-ye,,
13840,CHANGED,,ishengero,,"réunion, rassemblement",,n.,,ama-,,
13841,CHANGED,,agahagarikashengero,,admirable,,adj.,,,,
13842,CHANGED,,umukubashengero,,essence forestière non identifiée,,n.,,imi-,,
13843,CHANGED,,gushengeza,,dénoncer qqn en haut lieu; Vy faire appeler ou ly conduire,,v.,,-je,,
13868,CHANGED,,umukângashétăni,,"(-kâng- effrayer, -shétăni 9i démon), néol., exorciste.",,exorciste,,aba-,,1|2
13869,CHANGED,,ubukâângashétăni,,"(v. le précédent), néol., exorcistat (ordre mineur)",,,,,,14
13870,CHANGED,,umushēzi,,"(cfr -shēr-), quémandeur, mendiant, quêteur.",,noun,,aba-,,1|2
13871,CHANGED,,urushí,,paume de la main.,,n,,"ama-, in-",,116 ou 10
13896,CHANGED,,umushíga,,,,,,,,344
13897,CHANGED,,ishíga,,"motte. de terre dure extraite d'une fourmilière, pierre du foyer.",,chenet,,ama-,,9ijó
13898,CHANGED,,agakêrashíga,,"faire jour, qui convient près du foyer, qui sied, qui éclaire agréablement",,poét,,"udu-, (-kêr- cfr -ké- -shíga",,9|10
13899,CHANGED,,gashíga,,"foyer, logis paternel",,,,,,9a
13924,CHANGED,,igishika,,"désir vif, regret; tendre affection mêlée d'inquiétude.",,n.,,,,
13925,CHANGED,,agashika,,,,n.,,udu-,,12|13
13926,CHANGED,,gushika,,"jusque ce que. ... ils prennent ce minerai de fer et le pilent jusqu’à ce que tous les corps étrangers en sortent. ... entrer. arriver à bon port. siéger. gagner lestime de qqn, le prendre par son faible.",,v.,,,,
13927,CHANGED,,gushika,,arriver.,,v.,,-tse,,
13928,CHANGED,,kwîshika,,se débattre (animal pris au piège). S'élancer (en voulant s'échapper de ce qui retient).,,verb,,-tse,,
13929,CHANGED,,igishíka,,"en loc. gutêra ibishíka, progresser.",,,,ibi-,,
13930,CHANGED,,ikidáshiká,,tesson de cruche employé comme préservatif magique pour éloigner les fauves.,,nom,,ibi-,,7|8
13940,CHANGED,,gushikanira,,apporter un cadeau à qan. Syn. kugemurira.,,applic.,,-ye,,
13941,CHANGED,,gushikanirwa,,"être gratifié, recevoir un cadeau de qqn.",,verb,,-we,,
13942,CHANGED,,"mushíikanje, bashíkibanje, lal|2a, (cfr -shíki 1a), ma sœur (locuteur masculin)",,ma sœur,,N,,,,2a
13984,CHANGED,,gushikura,,arracher en tirant; déraciner,,v.,,-ye,,
13985,CHANGED,,kwîshikura,,s'échapper des mains de,,v.,,-ye,,
13986,CHANGED,,gushikurana,,arracher en même temps,,v.,,-nye,,
13987,CHANGED,,gushikuza,,aider à arracher,,v.,,-je,,
14009,CHANGED,,umwîshīmirizo,,"(cfr -îshīmiriz-), vantardise.",,vantardise,,imy-,,3l4
14010,CHANGED,,umwîshīmiro,,confiance; espérance,,,,imy-,,
14011,CHANGED,,gushīmirwa,,"être remercié, recevoir les remerciements.",,,,-we,,
14024,CHANGED,,umushinga,,"croc, canine.",,,,imi-,,314
14025,CHANGED,,ishinga,,"pays, région. Syn. intârá. Umwămi w'ishinga, le potentat local. Ganza wā mwămi, bónekera amashinnga yōse nk’'ûkwêzi, règne, ô roi, et, comme la lune, éclaire tous les peuples.",,Noun,,ama-,,
14027,CHANGED,,igishinga,,île flottante,,extraordinaire,,,,7|8
14028,CHANGED,,inshinga,,poils qui recouvrent les noix palmistes.,,n.,,,,9|10
14029,CHANGED,,gushinga,,,,v.,,-nze,,
14030,CHANGED,,kwîshinga,,"avoir confiance en, se fier à Se charger de. S'occuper uniquement de. Faire attention à.",,v.,,-nze,,
14031,CHANGED,,ishîngá,,veille.,,v.,,,,9i
14049,CHANGED,,gushîagira,,"placer une fille, une veuve ou une divorcée chez ur homme. Donner en mariage.",,applic.,,-ye,,
14050,CHANGED,,gushîngiranira,,arranger mutuellement des accordailles.,,,,-ye,,
14051,CHANGED,,gushingiriza,,"brandir menacer avec, lancer vers, tirer sur.",,verb,,-jee,,
14056,CHANGED,,igishingo,,"un seul trait; à la suite l’un de lautre, à la queue leu leu, dun seul coup.",,n.,,,,
14057,CHANGED,,ubushingo,,allume-feu.,,n.,,,,14
14058,CHANGED,,gushîngura,,"garder le miel ou la bière; stocker des vivres, contenir",,verb,,-ye,,
14059,CHANGED,,agashîngūracúmu,,V.,,,,-cúmu,,
14072,CHANGED,,gushingwa,,être mis debout,,v.,,-nzwe,,
14073,CHANGED,,ishingwe,,ce sur quoi on s'est mis debout,,n.,,,,5
14074,CHANGED,,gushinya,,entrouvrir la bouche en montrant les dents,,v.,,-nye,,
14075,CHANGED,,Gashinyá,,lunaison: aoûtseptembre,,n.,,,,15a
14080,CHANGED,,gushinyagurizwa,,être tourné en ridicule,,v.,,-jwe,,
14081,CHANGED,,umushinyaguzi,,"moqueur, insolent.",,,,aba-,,
14082,CHANGED,,ubushinyaguzi,,"moquerie, insolence",,,,,,14
14083,CHANGED,,inshinyákare,,"fille insolente, éhontée",,,,,,9|10
14096,CHANGED,,amashíra,,,,n.,,,,
14097,CHANGED,,igishíra,,"organes sexuels du mâle (taureau, etc.)",,n.,,,,7|8
14098,CHANGED,,gushíra,,"finir. Birashíze, il n’y en a plus, c'est fini. Vyōse birashíra, tout passe. Etre fini, usé; s'élimer; vieillir, se terminer, disparaître, cesser de. Kăndi bárya bantu bashize vubá, et il n’y a pas si longtemps que ces hommes ont disparu. Gushíra uyênga, s'affaiblir, dépérir. Hashize umwâka, lan dernier. Bugingo umwâka wa gátānu ushizé, cina ans plus tard. Asa wumûsi inká zishirá, il est affreusement laid. Gushíra amênyo, être édenté. Gushíra agahigihigi, être certain, nwavoir plus de doutes. Gushíra ubwôba, reprendre courage. Gushíra inyôta, étancher sa soif, fig. être satisfait, comblé. Gushíra ishâvu, se calmer, retrouver son calme. Yasânze bágānīra bâshízwe báseka, abīgirwayo abwira abăndi, ati Abahútu bashira ishâvu, bó baburá iyó bacūrá ntibábure igitwengo, il les trouva un jour en train de bavarder et de rire; il s'éloigna d'eux et dit à ses compagnons : les Hutu ne savent pas ce qwils font!, ils wont pas de bétail mais ça ne les empêche pas de trouver la vie agréable. Gushíra isóni, être irrespectueux, être impudent, wavoir aucune honte; être effronté, insolent, sans vergogne, avoir du toupet. Loc. cfr -té 14, -zinda 6. Prov. 22, 64, 108, 301, 339, 560, 819, 995, 1165, 1310, 1406, 1754.",,v.,,-ze,,
